All,모두
"Leave empty for default (2). Valid range: 1-4","빈칸으로 두면 기본값 2가 적용됩니다. 사용 가능 범위는 1~4 입니다."
"You are signed out.",로그아웃하였습니다.
"More information","추가 정보"
"Notify Customer by Email","고객에게 이메일로 통보"
"We have updated your <a href=""%store_url"">%store_name</a> account and you have credit that you can use for future purchases.","We have updated your <a href=""%store_url"">
 %store_name</a>
 account and you have credit that you can use for future purchases."
"Minimal value",최소값
"Maximum value",최대값
"All Themes","모든 테마"
"We can't delete the customer address attribute right now.","지금은 고객 주소 어트리뷰트를 삭제할 수 없습니다."
"An attribute code must not be more than %1 characters.","어트리뷰트 코드는 %1자 이하여야 합니다."
"This is your default billing address.","기본 구매자 주소입니다."
"This is your default shipping address.","기본 배송지 주소입니다."
"Reward Points",적립포인트
"Please enter a valid email.","올바른 이메일 주소를 입력해주세요"
"Please enter a password with a valid length.","유효한 길이의 암호를 입력 하십시오."
"* applicable to visitors and registered customers","* 방문자와 가입된 고객에 적용"
"Visitors and Registered Customers","방문자와 가입된 고객"
Billing,구매
"Newsletter Subscription","뉴스레터 구독"
subscribed,"구독 중"
"not subscribed",비구독
"Order Status","주문 진행상태"
"Product %1",상품%1
"Wish List",위시리스트
"Shopping Cart Total","장바구니 합계"
"Grand Total",합계
"Shopping Cart Products Qty %1 %2:","장바구니 제품 수량 %1 %2:"
"Card number","카드 번호"
"Internet inconsistencies. The IP address  nd email domain are not consistent with the billing address","Internet inconsistencies. The IP address nd email domain are not consistent with the billing address"
"Identity morphing. Multiple values of an  dentity element are linked to a value of a different identity element. For example, m ltiple phone numbers are linked to a single account number","Identity morphing. Multiple values of an dentity element are linked to a value of a different identity element. For example, m ltiple phone numbers are linked to a single account number"
"Velocity. The account number was use  many times in the past 15 minutes","Velocity. The account number was use many times in the past 15 minutes"
"Cannot identify weight unit for %1","%1의 중량 단위를 식별할 수 없습니다."
"Divide Order Weight","주문 중량 나누기"
"Weight Unit","중량 단위"
WARNING:,경고:
"Please correct the country code: %1.","국가 코드를 수정 하시기 바랍니다: %1."
"Your current currency is: %1.","현재 통화는 %1 입니다."
Continue,계속
"Currency Setup","통화 설정"
"Currency Options","통화 옵션"
"Base Currency","기본 통화"
"Default Display Currency","기본 표시 통화"
"Allowed Currencies","허용 통화"
"Connection Timeout in Seconds","연결 제한 시간(초)"
"Error Email Recipient","에러 이메일 받는 사람"
"Error Email Sender","에러 메일 전송자"
"Error Email Template","에러 이메일 템플릿"
Service,서비스
"Zip/Postal Code is Optional for","다음 국가의 우편번호는 선택사항으로 합니다."
"Downloadable Information","다운로드 정보"
"Add New Link","신규 링크 추가"
"Upload Files","파일 업로드"
Unlimited,무제한
"Something went wrong while getting the requested content.","요청한 컨텐츠를 받아오는중 문제가 발생했습니다."
"My Downloadable Products","다운로드 상품"
"We can't find the link you requested.","요청하신 링크를 찾을 수 없습니다."
"Please sign in to download your product or purchase <a href=""%1"">%2</a>.","상품을 다운로드 받거나 구입하기 위해 로그인하세요. <a href=""%1"">
 %2</a>
 ."
"Please sign in to download your product.","제품을 다운로드 하시려면 로그인 하세요."
"The link has expired.","이 링크는 만료 되었습니다."
"The link is not available.","이 링크는 유효하지 않습니다."
"Sorry, there was an error getting requested content. Please contact the store owner.","죄송합니다, 요청한 컨텐츠를 받아오는중 문제가 발생했습니다. 관리자에게 문의하십시오."
"Please set resource file and link type.","리소스 파일과 링크 타입을 지정하십시오."
"Invalid download link type.","잘못된 다운로드 링크 타입 입니다."
"Provided content must be valid base64 encoded data.","제공되는 데이터는 반드시 base64 인코딩이어야 합니다."
"Provided file name contains forbidden characters.","제공된 파일 이름에 금지 된 문자가 포함되어 있습니다."
"Link file not provided","링크 파일이 제공되지 않았습니다."
"Link price must have numeric positive value.","링크 가격은 반드시 0보다 큰 숫자여야 합니다."
"Number of downloads must be a positive integer.","다운로스 휫수는 0보다 큰 정수여야 합니다."
"Sort order must be a positive integer.","정렬 기준은 반드시 0보다 큰 정수여야 합니다."
"Link URL must have valid format.","링크 URL은 올바른 포맷이어야 합니다."
"Provided file content must be valid base64 encoded data.","제공되는 파일은 반드시 base64 인코딩이어야 합니다."
"Sample URL must have valid format.","샘플 URL은 반드시 올바른 형식이어야 합니다."
"Order id cannot be null","주문 ID는 null 일 수 없습니다."
"Order item id cannot be null","주문 품목 ID는 null 일 수 없습니다."
"Provided product must be type 'downloadable'.","제공된 제품은 '다운로드 가능'유형이어야합니다."
"Invalid link type.","잘못된 링크 타입 입니다."
"Link title cannot be empty.","링크 타이틀은 빈칸일수 없습니다."
"There is no downloadable link with provided ID.","제공된 ID에는 다운로드 가능한 링크가 없습니다."
"Cannot delete link with id %1","id %1 링크를 삭제할 수 없습니다"
"Please specify product link(s).","상품 링크를 지정하십시오."
"Sample file not provided","샘플파일이 제공되지 않습니다."
"Invalid sample type.","잘못된 샘플 타입입니다."
"Sample title cannot be empty.","샘플 타이틀은 빈칸일 수 없습니다."
"There is no downloadable sample with provided ID.","제공된 ID에는 다운로드 가능한 샘플이 없습니다."
"Cannot delete sample with id %1","id %1 샘플을 삭제할 수 없습니다"
attachment,첨부
inline,인라인
Pending,"보류 중"
"To enable the option set the weight to no","이 옵션을 활성화 하려면 중량을 ""아니오""로 설정하십시오."
"Is this downloadable Product?","다운로드 상품 입니까?"
Links,링크
"Links can be purchased separately","링크는 별도 구매가 가능합니다."
"Add Link","링크 추가"
Sample,샘플
Shareable,공유가능
"Max. Downloads","최대 다운로드"
Samples,샘플
sample,샘플
"Add links to your product files here.","제품 파일의 링크를 추가해 주십시오."
"Attach File or Enter Link","파일 첨부 또는 링크 입력"
"Add product preview files here.","제품 프리뷰 파일을 추가하십시오."
"Unselect all","모두 해제"
"Go to <a href=""%1"">My Downloadable Products</a>","<a href=""%1"">다운로드 상품</a>으로 이동"
"Downloadable Products","다운로드 상품"
"Remaining Downloads","남아있는 다운로드"
"View Order","주문 보기"
"Start Download","다운로드 시작"
"You have not purchased any downloadable products yet.","다운로드 가능한 상품을 구매내역이 없습니다."
download,다운로드
"Downloadable Product Section","다운로드 상품 항목"
Downloads,다운로드
"Downloadable Product Options","다운로드 상품 옵션"
"Order Item Status to Enable Downloads","주문 상품의 상태를 다운로드 허용으로 변경"
"Default Maximum Number of Downloads","기본 최대 다운로드 수"
"Default Sample Title","기본 샘플 타이틀"
"Default Link Title","기본 링크 타이틀"
"Open Links in New Window","새로운 창에서 링크열기"
"Use Content-Disposition","컨텐츠 처분 사용"
"Disable Guest Checkout if Cart Contains Downloadable Items","장바구니에 다운로드 상품이 있을 경우 비회원 주문 비활성화"
"Guest checkout will only work with shareable.","비회원 주문은 공유 가능 상품만 가능합니다."
"Default Label","기본 라벨"
"Default label","기본 라벨"
"Values Required","필수 입력 항목"
"Decimal Number",소수
"Integer Number",정수형숫자
Letters,문자
"Letters (a-z, A-Z) or Numbers (0-9)","영문 대소문자나 숫자"
"Input type ""%value%"" not found in the input types list.","입력 타입 ""%value%""은(는) 입력 타입 리스트에 없습니다."
"""%1"" is not a valid image format","""%s""은(는) 유효한 이미지가 아닙니다."
"""%1"" cannot contain more than %2 lines.","""%1""은 %2줄 미만이어야 합니다."
"Cannot save attributeGroup","어트리뷰트 그룹을 저장할 수 없습니다."
"Cannot delete attributeGroup with id %1","%1의 어트리뷰트 그룹을 삭제할 수 없습니다."
"AttributeSet with id ""%1"" does not exist.","""%1""의 어트리뷰트 세트가 없습니다."
"Wrong attribute set id provided","잘못된 어트리뷰트 세트 ID 입니다."
"Attribute set not found: %1","어트리뷰트 세트가 없습니다: %1"
"Attribute ""%1"" not found in attribute set %2.","어트리뷰트 세트 %2에 어트리뷰트 ""%1""이(가) 없습니다."
"System attribute can not be deleted","시스템 어트리뷰트는 삭제할 수 없습니다."
"Cannot save attribute","어트리뷰트를 저장할 수 없습니다."
"Attribute with attributeCode ""%1"" does not exist.","어트리뷰트 코드 ""%1""의 어트리뷰트가 없습니다."
"Cannot delete attribute.","어트리뷰트를 학제할 수 없습니다."
"Attribute with id ""%1"" does not exist.","""%1""의 어트리뷰트 세트가 없습니다."
"There was an error saving attribute set.","어트리뷰트 세트 저장중 에러가 발생했습니다."
"Default attribute set can not be deleted","기본 어트리뷰트 세트는 지울 수 없습니다."
